"","Timestamp","close","high","low","trade_count","open","Volume","vwap","Date","Time"
"21",2016-01-05 13:00:00,200.88,201.435,200.6,48317,201.3,11030071,200.927622,2016-01-05,"13:00:00"
"22",2016-01-05 14:00:00,200.6,200.89,200.05,48266,200.8814,10276406,200.346493,2016-01-05,"14:00:00"
"23",2016-01-05 15:00:00,201.28,201.49,200.31,46499,200.6,11404331,200.909974,2016-01-05,"15:00:00"
"24",2016-01-05 16:00:00,201.35,201.9,201.05,53054,201.2892,15090958,201.423631,2016-01-05,"16:00:00"
"25",2016-01-06 09:00:00,197.97,198.83,197.87,1848,198.8,1094727,198.484761,2016-01-06,"09:00:00"
"26",2016-01-06 10:00:00,198.38,199.11,197.75,5815,197.97,2253045,198.120006,2016-01-06,"10:00:00"
"27",2016-01-06 11:00:00,199.2,199.31,197.98,86110,198.38,20183627,198.747959,2016-01-06,"11:00:00"
"28",2016-01-06 12:00:00,199.26,199.69,198.73,86246,199.18,21645816,199.418329,2016-01-06,"12:00:00"
"29",2016-01-06 13:00:00,199.32,200.06,199.21,60330,199.25,13966215,199.689556,2016-01-06,"13:00:00"
"30",2016-01-06 14:00:00,199.23,199.73,199.06,37251,199.32,8483459,199.314354,2016-01-06,"14:00:00"
"31",2016-01-06 15:00:00,198.731,199.32,198.68,37570,199.235,8513053,198.964575,2016-01-06,"15:00:00"
"32",2016-01-06 16:00:00,197.75,199.34,197.65,91635,198.73,22693967,198.743118,2016-01-06,"16:00:00"
"33",2016-01-07 09:00:00,194.91,195.22,194.5,1672,194.73,794592,194.861032,2016-01-07,"09:00:00"
"34",2016-01-07 10:00:00,195.27,196.95,193.68,4816,194.91,2219586,194.872659,2016-01-07,"10:00:00"
"35",2016-01-07 11:00:00,196.18,196.58,195.03,95521,195.26,23756281,195.843332,2016-01-07,"11:00:00"
"36",2016-01-07 12:00:00,197.2,197.44,195.66,107560,196.18,24419845,196.528494,2016-01-07,"12:00:00"
"37",2016-01-07 13:00:00,196.21,197.37,196.18,77086,197.19,18306678,196.803462,2016-01-07,"13:00:00"
"38",2016-01-07 14:00:00,195.73,196.49,195.651,57090,196.21,14730481,196.485156,2016-01-07,"14:00:00"
"39",2016-01-07 15:00:00,194.48,195.77,193.93,116202,195.72,31810545,195.185897,2016-01-07,"15:00:00"
"40",2016-01-07 16:00:00,194.345,195.17,193.8,121582,194.48,30498124,194.824086,2016-01-07,"16:00:00"
"41",2016-01-08 09:00:00,195.43,195.59,194.67,1104,194.73,681156,195.230282,2016-01-08,"09:00:00"
"42",2016-01-08 10:00:00,195.9,196.98,194.74,12689,195.42,5998665,196.178354,2016-01-08,"10:00:00"
"43",2016-01-08 11:00:00,195.4589,196.11,194.73,93008,195.9,23625538,195.249782,2016-01-08,"11:00:00"
"44",2016-01-08 12:00:00,194.31,195.46,194.1,120003,195.46,30009294,194.556545,2016-01-08,"12:00:00"
"45",2016-01-08 13:00:00,194.12,194.64,192.99,108180,194.31,24487617,193.736902,2016-01-08,"13:00:00"
"46",2016-01-08 14:00:00,194.3,194.85,193.95,62968,194.125,13563600,194.414277,2016-01-08,"14:00:00"
"47",2016-01-08 15:00:00,193.88,194.55,193.57,56587,194.3,11567087,194.022315,2016-01-08,"15:00:00"
"48",2016-01-08 16:00:00,193.355,194.25,193.16,85521,193.89,21827799,193.659513,2016-01-08,"16:00:00"
"49",2016-01-11 09:00:00,192.5,192.79,192.27,390,192.56,291040,192.513568,2016-01-11,"09:00:00"
"50",2016-01-11 10:00:00,192.91,193.37,191.22,2650,192.07,1418644,192.867813,2016-01-11,"10:00:00"
"51",2016-01-11 11:00:00,192.095,193.41,191.925,74902,192.95,18887692,192.676606,2016-01-11,"11:00:00"
"52",2016-01-11 12:00:00,191.49,192.85,191.35,104484,192.09,23450861,192.160975,2016-01-11,"12:00:00"
"53",2016-01-11 13:00:00,192.11,192.4,191.06,85802,191.5,21191161,191.669641,2016-01-11,"13:00:00"
"54",2016-01-11 14:00:00,191.32,192.1799,191.07,65274,192.12,15446947,191.521341,2016-01-11,"14:00:00"
"55",2016-01-11 15:00:00,190.185,191.55,189.82,86579,191.33,20328256,190.649937,2016-01-11,"15:00:00"
"56",2016-01-11 16:00:00,190.97,191.57,189.99,100714,190.18,23013387,190.968261,2016-01-11,"16:00:00"
"57",2016-01-12 09:00:00,193.85,193.99,193.06,902,193.23,803368,193.49044,2016-01-12,"09:00:00"
"58",2016-01-12 10:00:00,193.92,194.26,193.07,3343,193.84,2800069,193.936641,2016-01-12,"10:00:00"
"59",2016-01-12 11:00:00,193.97,194.55,193.38,71104,193.93,19952179,193.939766,2016-01-12,"11:00:00"
"60",2016-01-12 12:00:00,193.05,194.17,192.59,112946,193.975,27814468,193.233814,2016-01-12,"12:00:00"
"61",2016-01-12 13:00:00,192.52,193.22,191.77,90907,193.0608,20690340,192.42799,2016-01-12,"13:00:00"
"62",2016-01-12 14:00:00,191.75,192.99,191.44,74287,192.52,17530982,192.13649,2016-01-12,"14:00:00"
"63",2016-01-12 15:00:00,191.87,192.5,191.62,56941,191.75,11783148,192.06913,2016-01-12,"15:00:00"
"64",2016-01-12 16:00:00,192.84,192.94,191.14,90415,191.87,23580575,192.024819,2016-01-12,"16:00:00"
"65",2016-01-13 09:00:00,194.05,194.41,193.96,744,194.13,610995,194.212353,2016-01-13,"09:00:00"
"66",2016-01-13 10:00:00,194.55,195.44,193.8,2748,195.44,1835817,194.461934,2016-01-13,"10:00:00"
"67",2016-01-13 11:00:00,194.09,194.86,193.6383,65557,194.56,17552583,194.317534,2016-01-13,"11:00:00"
"68",2016-01-13 12:00:00,193.66,194.4025,192.84,105516,194.11,25743833,193.579228,2016-01-13,"12:00:00"
"69",2016-01-13 13:00:00,192.5,193.9,192.35,73084,193.67,17213916,193.231305,2016-01-13,"13:00:00"
"70",2016-01-13 14:00:00,191.74,192.75,191.615,58560,192.49,14627669,192.288071,2016-01-13,"14:00:00"
"71",2016-01-13 15:00:00,190.35,192.02,190.25,90826,191.73,21989788,191.096984,2016-01-13,"15:00:00"
"72",2016-01-13 16:00:00,189.34,190.7,188.38,183866,190.34,42219371,189.604395,2016-01-13,"16:00:00"
"73",2016-01-14 09:00:00,189.54,189.66,188.6,1404,188.68,646093,189.177701,2016-01-14,"09:00:00"
"74",2016-01-14 10:00:00,189.79,190,188.55,3044,189.55,5325772,189.147925,2016-01-14,"10:00:00"
"75",2016-01-14 11:00:00,187.94,190.02,187.77,97494,189.78,28306111,188.986186,2016-01-14,"11:00:00"
"76",2016-01-14 12:00:00,190.835,191.67,187.66,226002,187.94,60419112,189.91525,2016-01-14,"12:00:00"
"77",2016-01-14 13:00:00,190.94,191.19,190,100260,190.84,22973782,190.618045,2016-01-14,"13:00:00"
"78",2016-01-14 14:00:00,191.1,191.78,190.46,80127,190.93,20645491,191.028866,2016-01-14,"14:00:00"
"79",2016-01-14 15:00:00,192.231,192.41,191.01,72408,191.1,19387768,191.616134,2016-01-14,"15:00:00"
"80",2016-01-14 16:00:00,192.95,193.03,191.83,83624,192.24,25385966,191.819176,2016-01-14,"16:00:00"
"81",2016-01-15 09:00:00,189.05,189.37,188.65,1380,188.93,967042,188.993398,2016-01-15,"09:00:00"
"82",2016-01-15 10:00:00,187.55,191.54,186.88,9769,188.65,6531225,187.937439,2016-01-15,"10:00:00"
"83",2016-01-15 11:00:00,187.55,188.69,186.62,178582,187.56,43141059,187.667861,2016-01-15,"11:00:00"
"84",2016-01-15 12:00:00,187.58,188.76,186.99,179194,187.56,55990407,187.672219,2016-01-15,"12:00:00"
"85",2016-01-15 13:00:00,187.18,187.97,186.99,121732,187.58,35130259,187.635002,2016-01-15,"13:00:00"
"86",2016-01-15 14:00:00,186.68,187.35,185.52,157170,187.18,46598342,186.797318,2016-01-15,"14:00:00"
"87",2016-01-15 15:00:00,187.16,187.49,186.24,113162,186.68,28071248,187.200511,2016-01-15,"15:00:00"
"88",2016-01-15 16:00:00,188.2089,188.25,186.43,120949,187.16,31457339,187.873081,2016-01-15,"16:00:00"
"89",2016-01-18 09:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"09:00:00"
"90",2016-01-18 10:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"10:00:00"
"91",2016-01-18 11:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"11:00:00"
"92",2016-01-18 12:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"12:00:00"
"93",2016-01-18 13:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"13:00:00"
"94",2016-01-18 14:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"14:00:00"
"95",2016-01-18 15:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"15:00:00"
"96",2016-01-18 16:00:00,NA,NA,NA,NA,NA,0,NA,2016-01-18,"16:00:00"
"97",2016-01-19 09:00:00,190.74,191.23,190.61,1111,191.23,727254,190.916979,2016-01-19,"09:00:00"
"98",2016-01-19 10:00:00,190.6,191.14,187.3,2185,190.74,4342298,188.577433,2016-01-19,"10:00:00"
"99",2016-01-19 11:00:00,189.05,190.63,187.8617,90873,190.6,23551936,189.313582,2016-01-19,"11:00:00"
"100",2016-01-19 12:00:00,188.71,189.99,188.71,107775,189.05,23004438,189.298599,2016-01-19,"12:00:00"
"101",2016-01-19 13:00:00,188.9,189.47,188.15,95194,188.7101,25963362,188.808568,2016-01-19,"13:00:00"
"102",2016-01-19 14:00:00,188.2276,188.96,187.87,77695,188.9,20573368,188.322945,2016-01-19,"14:00:00"
"103",2016-01-19 15:00:00,187.83,188.59,187.69,64066,188.22,14524471,188.108507,2016-01-19,"15:00:00"
"104",2016-01-19 16:00:00,186.69,187.96,186.2,103344,187.84,25294664,186.903425,2016-01-19,"16:00:00"
"105",2016-01-20 09:00:00,184.5,184.7,184.09,1140,184.55,767983,184.417586,2016-01-20,"09:00:00"
"106",2016-01-20 10:00:00,185.03,185.29,184.05,4379,184.05,2458860,184.88838,2016-01-20,"10:00:00"
"107",2016-01-20 11:00:00,184.149,185.81,184,110217,185.04,26355270,184.952126,2016-01-20,"11:00:00"
"108",2016-01-20 12:00:00,182.34,184.45,182.3,175287,184.14,43786593,183.561144,2016-01-20,"12:00:00"
"109",2016-01-20 13:00:00,182.468,183.58,182.24,131020,182.35,29172476,182.937673,2016-01-20,"13:00:00"
"110",2016-01-20 14:00:00,182.6401,182.8,181.02,148629,182.47,35724850,181.728745,2016-01-20,"14:00:00"
"111",2016-01-20 15:00:00,184.11,184.515,181.77,152040,182.65,39553037,183.276875,2016-01-20,"15:00:00"
"112",2016-01-20 16:00:00,184.48,184.93,183.46,134426,184.11,33114723,184.211206,2016-01-20,"16:00:00"
"113",2016-01-21 09:00:00,185.75,185.99,184.84,1387,185.19,685661,185.43425,2016-01-21,"09:00:00"
"114",2016-01-21 10:00:00,186.74,187.97,184.85,7184,185.75,3978857,187.123305,2016-01-21,"10:00:00"
"115",2016-01-21 11:00:00,185.11,187.16,184.64,107736,186.73,24265393,185.658306,2016-01-21,"11:00:00"
"116",2016-01-21 12:00:00,186.88,187.91,185.06,141775,185.105,31612244,186.933395,2016-01-21,"12:00:00"
"117",2016-01-21 13:00:00,188.16,188.27,186.46,116283,186.89,23022610,187.43744,2016-01-21,"13:00:00"
"118",2016-01-21 14:00:00,188.12,188.87,187.89,90533,188.16,18280031,188.335175,2016-01-21,"14:00:00"
"119",2016-01-21 15:00:00,187.27,188.62,186.79,93265,188.1101,23918303,187.477026,2016-01-21,"15:00:00"
"120",2016-01-21 16:00:00,187.36,187.5499,185.77,115918,187.3,26675709,186.689025,2016-01-21,"16:00:00"
"121",2016-01-22 09:00:00,189.34,189.59,189.04,751,189.23,394098,189.340906,2016-01-22,"09:00:00"
"122",2016-01-22 10:00:00,189.1,189.62,186.8,2805,189.35,1596955,189.266538,2016-01-22,"10:00:00"
"123",2016-01-22 11:00:00,190.24,190.29,189.07,112719,189.08,29561367,189.665896,2016-01-22,"11:00:00"
"124",2016-01-22 12:00:00,189.5,190.56,189.49,130028,190.24,29015192,190.067557,2016-01-22,"12:00:00"
"125",2016-01-22 13:00:00,189.09,189.85,188.88,85902,189.5,19711893,189.38255,2016-01-22,"13:00:00"
"126",2016-01-22 14:00:00,189.9361,189.99,189.055,51838,189.08,12018052,189.25857,2016-01-22,"14:00:00"
"127",2016-01-22 15:00:00,190.41,190.435,189.59,48974,189.94,11615415,189.671785,2016-01-22,"15:00:00"
"128",2016-01-22 16:00:00,190.28,190.76,189.84,68644,190.4,20176453,189.913393,2016-01-22,"16:00:00"
"129",2016-01-25 09:00:00,190.31,190.37,190.01,247,190.09,166402,190.23366,2016-01-25,"09:00:00"
"130",2016-01-25 10:00:00,189.35,190.52,189.25,2313,190.28,1485760,189.655643,2016-01-25,"10:00:00"
"131",2016-01-25 11:00:00,189.62,190.12,189.27,65135,189.36,14425311,189.664861,2016-01-25,"11:00:00"
"132",2016-01-25 12:00:00,189.26,190.15,189.04,78542,189.61,18763941,189.592864,2016-01-25,"12:00:00"
"133",2016-01-25 13:00:00,189.29,189.5,188.75,62385,189.25,14407390,189.125088,2016-01-25,"13:00:00"
"134",2016-01-25 14:00:00,189.6111,189.66,189.045,38141,189.29,8043088,189.36614,2016-01-25,"14:00:00"
"135",2016-01-25 15:00:00,189.15,190.11,189.14,49664,189.62,11512861,189.786522,2016-01-25,"15:00:00"
"136",2016-01-25 16:00:00,188.98,189.41,188.79,53509,189.15,11753960,189.211258,2016-01-25,"16:00:00"
"137",2016-01-26 09:00:00,187.9,188.53,187.74,1145,188.08,654394,188.176073,2016-01-26,"09:00:00"
"138",2016-01-26 10:00:00,188.3,188.5,186.43,2228,187.87,1466613,188.067738,2016-01-26,"10:00:00"
"139",2016-01-26 11:00:00,188.26,189.17,188.02,61100,188.32,15013588,188.566186,2016-01-26,"11:00:00"
"140",2016-01-26 12:00:00,189.435,189.93,188.26,82518,188.27,18333411,189.393742,2016-01-26,"12:00:00"
"141",2016-01-26 13:00:00,189.535,189.95,189.23,89144,189.43,26162420,189.397105,2016-01-26,"13:00:00"
"142",2016-01-26 14:00:00,190.109,190.49,189.53,55981,189.54,15806783,189.970352,2016-01-26,"14:00:00"
"143",2016-01-26 15:00:00,190.07,190.53,189.96,49883,190.11,15923101,189.912447,2016-01-26,"15:00:00"
"144",2016-01-26 16:00:00,189.74,190.09,189.48,51016,190.06,11657617,189.803924,2016-01-26,"16:00:00"
"145",2016-01-27 09:00:00,189.38,189.45,188.87,706,188.98,484289,189.246472,2016-01-27,"09:00:00"
"146",2016-01-27 10:00:00,189.74,189.89,188.88,1890,189.38,1098122,189.538074,2016-01-27,"10:00:00"
"147",2016-01-27 11:00:00,189.59,189.99,189.33,44837,189.72,10582490,189.647477,2016-01-27,"11:00:00"
"148",2016-01-27 12:00:00,189.22,189.69,188.55,97158,189.58,19929840,189.053453,2016-01-27,"12:00:00"
"149",2016-01-27 13:00:00,191.009,191.24,189.02,79356,189.22,19578320,190.305817,2016-01-27,"13:00:00"
"150",2016-01-27 14:00:00,190.77,191.56,190.76,52973,190.995,12442785,191.08327,2016-01-27,"14:00:00"
"151",2016-01-27 15:00:00,190.96,191.09,190.435,50372,190.76,11516707,190.72695,2016-01-27,"15:00:00"
"152",2016-01-27 16:00:00,188.58,191.49,188.37,202575,190.96,47185567,189.792633,2016-01-27,"16:00:00"
"153",2016-01-28 09:00:00,188.73,188.79,187.86,1197,188.16,507187,188.422239,2016-01-28,"09:00:00"
"154",2016-01-28 10:00:00,189.56,189.57,188,3988,188.73,1846492,188.74394,2016-01-28,"10:00:00"
"155",2016-01-28 11:00:00,189.702,190.81,188.42,79059,189.54,20843384,189.849967,2016-01-28,"11:00:00"
"156",2016-01-28 12:00:00,188.37,189.75,187.16,132385,189.7,29388994,188.277684,2016-01-28,"12:00:00"
"157",2016-01-28 13:00:00,187.79,189.27,187.77,91530,188.38,18651577,188.546875,2016-01-28,"13:00:00"
"158",2016-01-28 14:00:00,189.25,189.76,187.76,74578,187.79,14388210,189.055081,2016-01-28,"14:00:00"
"159",2016-01-28 15:00:00,188.7,189.52,188.37,68163,189.24,15565546,188.982207,2016-01-28,"15:00:00"
"160",2016-01-28 16:00:00,189.21,189.84,188.66,69564,188.7,14073959,189.330554,2016-01-28,"16:00:00"
"161",2016-01-29 09:00:00,189.84,190.38,189.83,591,190.04,466073,190.122471,2016-01-29,"09:00:00"
"162",2016-01-29 10:00:00,190.14,190.75,189.08,2926,189.99,1713897,189.839902,2016-01-29,"10:00:00"
"163",2016-01-29 11:00:00,191.1525,191.24,189.81,72315,190.15,19563035,190.525184,2016-01-29,"11:00:00"
"164",2016-01-29 12:00:00,191.05,191.7,190.84,103735,191.15,23802183,191.128879,2016-01-29,"12:00:00"
"165",2016-01-29 13:00:00,191.91,191.97,190.99,83251,191.045,22684134,191.123557,2016-01-29,"13:00:00"
"166",2016-01-29 14:00:00,192.42,192.5,191.75,59450,191.92,17572577,191.693273,2016-01-29,"14:00:00"
"167",2016-01-29 15:00:00,192.52,192.76,192.18,53447,192.42,15194532,192.017799,2016-01-29,"15:00:00"
"168",2016-01-29 16:00:00,192.62,192.94,192.21,67609,192.53,15748978,192.50858,2016-01-29,"16:00:00"
"169",2016-02-01 09:00:00,192.24,192.8,191.99,1210,192.74,838585,192.300348,2016-02-01,"09:00:00"
"170",2016-02-01 10:00:00,192.37,192.8,192.04,3031,192.26,2005122,192.429265,2016-02-01,"10:00:00"
"171",2016-02-01 11:00:00,192.4,193.87,192.135,58567,192.36,15385726,192.523731,2016-02-01,"11:00:00"
"172",2016-02-01 12:00:00,193.07,193.21,191.84,85349,192.4,18594191,192.654741,2016-02-01,"12:00:00"
"173",2016-02-01 13:00:00,193.2,193.46,192.67,64152,193.07,14844152,193.205609,2016-02-01,"13:00:00"
"174",2016-02-01 14:00:00,192.55,193.32,192.46,48892,193.2,13258269,192.952245,2016-02-01,"14:00:00"
"175",2016-02-01 15:00:00,193.22,193.24,192.49,48033,192.56,10721995,192.984728,2016-02-01,"15:00:00"
"176",2016-02-01 16:00:00,193.82,193.92,192.86,51856,193.22,12817039,193.427341,2016-02-01,"16:00:00"
"177",2016-02-02 09:00:00,192.55,192.58,192.19,397,192.23,254585,192.407536,2016-02-02,"09:00:00"
"178",2016-02-02 10:00:00,191.81,193.65,191.72,2282,192.58,1158884,192.148446,2016-02-02,"10:00:00"
"179",2016-02-02 11:00:00,191.19,192.02,190.87,78202,191.8,20408959,191.636989,2016-02-02,"11:00:00"
"180",2016-02-02 12:00:00,191,191.58,190.75,108460,191.2,29267693,191.751186,2016-02-02,"12:00:00"
"181",2016-02-02 13:00:00,190.9699,191.73,190.87,54433,191,15204684,191.635947,2016-02-02,"13:00:00"
"182",2016-02-02 14:00:00,190.8,191.06,190.3,62547,190.96,21945360,191.489661,2016-02-02,"14:00:00"
"183",2016-02-02 15:00:00,190.085,190.89,190.06,52981,190.8,15249972,191.008548,2016-02-02,"15:00:00"
"184",2016-02-02 16:00:00,189.98,190.65,189.86,75177,190.085,24571050,190.993794,2016-02-02,"16:00:00"
"185",2016-02-03 09:00:00,190.44,191.23,190.31,740,190.79,496111,190.695466,2016-02-03,"09:00:00"
"186",2016-02-03 10:00:00,191.36,191.54,189.56,3860,190.76,2003572,190.924991,2016-02-03,"10:00:00"
"187",2016-02-03 11:00:00,190.08,191.64,189.98,69321,191.36,16084963,190.757968,2016-02-03,"11:00:00"
"188",2016-02-03 12:00:00,188.93,190.08,187.1,224029,190.08,49609995,188.358221,2016-02-03,"12:00:00"
"189",2016-02-03 13:00:00,189.26,189.82,187.76,135456,188.93,29840008,188.874708,2016-02-03,"13:00:00"
"190",2016-02-03 14:00:00,189.2,189.62,188.44,81680,189.28,16672296,189.039988,2016-02-03,"14:00:00"
"191",2016-02-03 15:00:00,187.985,189.5,187.97,63007,189.2,13246166,188.701274,2016-02-03,"15:00:00"
"192",2016-02-03 16:00:00,191.34,191.44,187.98,151516,187.985,35095225,190.234896,2016-02-03,"16:00:00"
"193",2016-02-04 09:00:00,190.93,191.86,190.72,818,191.57,357907,191.184376,2016-02-04,"09:00:00"
"194",2016-02-04 10:00:00,190.08,191.8,189.62,5615,190.91,3935622,190.455865,2016-02-04,"10:00:00"
"195",2016-02-04 11:00:00,191.02,191.37,189.96,81724,190.07,19199686,190.747923,2016-02-04,"11:00:00"
"196",2016-02-04 12:00:00,192.685,192.75,190.155,143769,191.02,27680852,191.820832,2016-02-04,"12:00:00"
"197",2016-02-04 13:00:00,190.64,192.7,190.3,108608,192.68,21900927,191.230337,2016-02-04,"13:00:00"
"198",2016-02-04 14:00:00,191.29,191.86,190.5,79075,190.64,14610074,191.302136,2016-02-04,"14:00:00"
"199",2016-02-04 15:00:00,191.07,192,190.87,59902,191.3,11646844,191.510528,2016-02-04,"15:00:00"
"200",2016-02-04 16:00:00,191.11,191.17,190.36,65664,191.08,13574449,190.781768,2016-02-04,"16:00:00"
"201",2016-02-05 09:00:00,191.52,191.66,191.35,320,191.42,188663,191.518624,2016-02-05,"09:00:00"
"202",2016-02-05 10:00:00,190.48,191.65,190.15,8647,191.51,3909875,190.811142,2016-02-05,"10:00:00"
"203",2016-02-05 11:00:00,190.08,191.62,189.7,67421,190.48,16283439,190.384438,2016-02-05,"11:00:00"
"204",2016-02-05 12:00:00,188.93,190.58,188.86,117740,190.09,25167823,189.749468,2016-02-05,"12:00:00"
"205",2016-02-05 13:00:00,188.75,189.15,187.9905,107597,188.96,24946219,188.681929,2016-02-05,"13:00:00"
"206",2016-02-05 14:00:00,188.5845,189.21,188.28,72843,188.75,17192757,188.85053,2016-02-05,"14:00:00"
"207",2016-02-05 15:00:00,188.18,188.98,187.87,71836,188.58,16336108,188.457627,2016-02-05,"15:00:00"
"208",2016-02-05 16:00:00,187.65,188.36,187.45,77008,188.18,21360899,188.416644,2016-02-05,"16:00:00"
"209",2016-02-08 09:00:00,185.28,186.06,185.2,1593,186.04,1329338,185.493513,2016-02-08,"09:00:00"
"210",2016-02-08 10:00:00,186.08,186.1,185.05,3124,185.29,1659319,185.578613,2016-02-08,"10:00:00"
"211",2016-02-08 11:00:00,184.58,186.16,184.27,106344,186.06,25936157,185.136243,2016-02-08,"11:00:00"
"212",2016-02-08 12:00:00,184.21,185.08,183.93,121728,184.57,28759966,184.629882,2016-02-08,"12:00:00"
"213",2016-02-08 13:00:00,184.222,184.48,183.29,105673,184.22,23961754,183.820225,2016-02-08,"13:00:00"
"214",2016-02-08 14:00:00,184.3239,184.84,184.1,62844,184.229,14524523,184.562186,2016-02-08,"14:00:00"
"215",2016-02-08 15:00:00,183.05,184.36,183.04,61893,184.33,17108664,184.167523,2016-02-08,"15:00:00"
"216",2016-02-08 16:00:00,183.34,183.71,182.8,96405,183.06,21873730,183.480956,2016-02-08,"16:00:00"
"217",2016-02-09 09:00:00,184.21,185.15,184,1244,185.06,832808,184.335039,2016-02-09,"09:00:00"
"218",2016-02-09 10:00:00,183.59,186.04,183.38,4106,183.99,2228339,184.011564,2016-02-09,"10:00:00"
"219",2016-02-09 11:00:00,185.24,185.82,183.2,95521,183.61,24582560,184.650034,2016-02-09,"11:00:00"
"220",2016-02-09 12:00:00,184.115,186.29,183.99,141398,185.23,31153975,185.122552,2016-02-09,"12:00:00"
"221",2016-02-09 13:00:00,184.585,185.74,184.04,99543,184.12,22086502,184.999886,2016-02-09,"13:00:00"
"222",2016-02-09 14:00:00,184.38,185.06,184.21,73134,184.58,15501628,184.601213,2016-02-09,"14:00:00"
"223",2016-02-09 15:00:00,184.38,184.57,183.55,82036,184.38,18011791,184.06028,2016-02-09,"15:00:00"
"224",2016-02-09 16:00:00,185.72,185.96,184.3401,114867,184.38,23032856,185.188633,2016-02-09,"16:00:00"
"225",2016-02-10 09:00:00,187.62,187.73,187.11,1015,187.24,523905,187.436446,2016-02-10,"09:00:00"
"226",2016-02-10 10:00:00,186.99,187.73,186.5,6257,186.695,3350095,187.115593,2016-02-10,"10:00:00"
"227",2016-02-10 11:00:00,187.1,187.2,186.0738,79907,187,17379255,186.559106,2016-02-10,"11:00:00"
"228",2016-02-10 12:00:00,186.74,188.34,186.52,141341,187.1,29638692,187.360564,2016-02-10,"12:00:00"
"229",2016-02-10 13:00:00,186.68,187.16,185.86,111840,186.75,24737277,186.482149,2016-02-10,"13:00:00"
"230",2016-02-10 14:00:00,187.551,187.7,186.27,61898,186.68,13429368,186.910171,2016-02-10,"14:00:00"
"231",2016-02-10 15:00:00,186.77,187.716,186.62,57479,187.55,13733283,187.021465,2016-02-10,"15:00:00"
"232",2016-02-10 16:00:00,186.38,187.275,186.2,58444,186.79,10757329,186.74069,2016-02-10,"16:00:00"
"233",2016-02-11 09:00:00,181.75,182.44,180.91,2242,181.31,1522607,181.841782,2016-02-11,"09:00:00"
"234",2016-02-11 10:00:00,182.1,182.57,181.22,4812,181.79,2211735,182.126133,2016-02-11,"10:00:00"
"235",2016-02-11 11:00:00,183.51,183.95,182.01,93724,182.1,23537611,182.819237,2016-02-11,"11:00:00"
"236",2016-02-11 12:00:00,182.2689,183.86,182.13,122195,183.51,24770038,183.05116,2016-02-11,"12:00:00"
"237",2016-02-11 13:00:00,182.135,182.57,181.39,119902,182.25,30717726,182.501978,2016-02-11,"13:00:00"
"238",2016-02-11 14:00:00,182.495,182.62,181.66,80641,182.135,16737710,182.121913,2016-02-11,"14:00:00"
